itemID|price|demandPrediction|revenue
154|21.04|0|0.0
155|1414.26|0|0.0
156|47.82|0|0.0
157|147.38|0|0.0
158|152.7|0|0.0
159|35.14|0|0.0
160|4.09|1|4.09
161|15.21|0|0.0
162|58.2|2|116.4
163|15.9|0|0.0
164|28.99|52|1507.48
165|112.92|22|2484.24
166|261.99|0|0.0
167|85.34|0|0.0
168|42.81|120|5137.2
169|6.35|4|25.4
170|20.2|148|2989.6
171|79.59|122|9709.98
172|36.63|1|36.63
173|15.36|1|15.36
174|10.58|28|296.24
175|7.07|0|0.0
176|10.47|1|10.47
177|38.97|0|0.0
178|145.53|0|0.0
179|194.39|0|0.0
180|12.62|1|12.62
181|8.29|0|0.0
182|9.48|4|37.92
183|17.74|2|35.48
184|28.9|0|0.0
185|46.9|0|0.0
186|12.95|4|51.8
187|8.29|6|49.74
188|69.16|1|69.16
189|15.42|0|0.0
190|6.89|0|0.0
191|14.87|1|14.87
192|44.41|1|44.41
193|2.97|0|0.0
194|11.4|3|34.2
195|14.95|0|0.0
196|68.77|0|0.0
197|179.95|0|0.0
198|222.33|0|0.0
199|37.3|0|0.0
200|16.01|1|16.01
201|19.56|196|3833.76
202|36.63|0|0.0
203|6.47|2|12.94
204|150.4|44|6617.6
205|31.24|0|0.0
206|7.06|2|14.12
207|31.44|0|0.0
208|13.35|1|13.35
209|5.11|0|0.0
210|32.5|193|6272.5
211|1395.3|12|16743.6
212|30.27|0|0.0
213|20.12|0|0.0
214|3.39|0|0.0
215|31.77|0|0.0
216|41.97|0|0.0
217|6.89|0|0.0
218|15.45|0|0.0
219|29.95|1|29.95
220|9.3|19|176.7
221|45.05|249|11217.45
222|6.12|2|12.24
223|47.65|0|0.0
224|57.5|1|57.5
225|31.35|5|156.75
226|27.54|0|0.0
227|12.4|4|49.6
228|66.97|0|0.0
229|1549.9|0|0.0
230|17.38|0|0.0
231|216.05|0|0.0
232|38.88|0|0.0
233|32.23|0|0.0
234|10.76|6|64.56
235|27.77|0|0.0
236|22.85|0|0.0
237|5.72|0|0.0
238|47.03|5|235.15
239|23.29|0|0.0
240|40.14|1|40.14
241|69.56|0|0.0
242|5.22|0|0.0
243|861.34|1|861.34
244|118.38|0|0.0
245|2310.85|0|0.0
246|675.32|0|0.0
247|64.81|0|0.0
248|70.95|0|0.0
249|11.47|0|0.0
250|224.59|0|0.0
251|154.41|1|154.41
252|14.45|0|0.0
253|23.87|0|0.0
254|70.76|0|0.0
255|304.88|0|0.0
256|678.65|0|0.0
257|6.79|3|20.37
258|79.68|43|3426.24
259|24.68|0|0.0
260|25.31|0|0.0
261|39.44|0|0.0
262|17.25|0|0.0
263|21.47|0|0.0
264|37.15|0|0.0
265|259.12|0|0.0
266|931.44|0|0.0
267|2035.18|0|0.0
268|460.26|108|49708.08
269|21.55|0|0.0
270|30.42|6|182.52
271|20.89|0|0.0
272|26.5|1|26.5
273|15.89|1|15.89
274|53.08|40|2123.2
275|14.3|2|28.6
276|8813.07|0|0.0
277|178.01|0|0.0
278|18.19|0|0.0
279|17.41|0|0.0
280|10.58|0|0.0
281|5.23|1|5.23
282|5.22|0|0.0
283|42.67|30|1280.1
284|34.32|1|34.32
285|34.49|50|1724.5
286|4.9|1|4.9
287|11.34|1|11.34
288|6.85|0|0.0
289|41.52|0|0.0
290|53.88|0|0.0
291|6.28|2|12.56
292|39.86|0|0.0
293|62.03|0|0.0
294|15.91|23|365.93
295|37.79|3|113.37
296|41.79|0|0.0
297|43.53|0|0.0
298|66.28|0|0.0
299|56.49|0|0.0
300|39.33|1|39.33
301|66.48|0|0.0
302|24.37|0|0.0
303|49.12|66|3241.92
304|14.0|0|0.0
305|70.0|1|70.0
306|177.77|0|0.0
307|5.38|0|0.0
308|12.65|1|12.65
309|80.42|1|80.42
310|135.98|11|1495.78
311|162.57|1|162.57
312|142.92|0|0.0
313|100.7|0|0.0
314|681.4|0|0.0
315|4.66|0|0.0
316|23.98|1|23.98
317|333.37|0|0.0
318|58.7|0|0.0
319|73.25|0|0.0
320|694.8|76|52804.8
321|201.32|40|8052.8
322|553.14|0|0.0
323|12.67|1|12.67
324|20.66|0|0.0
325|20.17|0|0.0
326|55.21|0|0.0
327|36.66|0|0.0
328|21.74|1|21.74
329|73.03|1|73.03
330|86.22|1|86.22
331|43.98|85|3738.3
332|23.9|4|95.6
333|50.82|253|12857.46
334|44.74|0|0.0
335|2.07|0|0.0
336|9.29|0|0.0
337|47.48|0|0.0
338|114.42|0|0.0
339|29.5|1|29.5
340|12.93|3|38.79
341|54.3|0|0.0
342|9.61|1|9.61
343|53.45|41|2191.45
344|75.41|0|0.0
345|37.31|2|74.62
346|7.63|0|0.0
347|27.58|0|0.0
348|23.98|1|23.98
349|14.39|0|0.0
350|3.65|3|10.95
351|61.39|60|3683.4
352|299.55|0|0.0
353|742.25|0|0.0
354|103.54|86|8904.44
355|7.38|2|14.76
356|15.35|1|15.35
357|63.18|47|2969.46
358|54.7|13|711.1
359|33.53|17|570.01
360|66.87|0|0.0
361|10.05|2|20.1
362|45.53|0|0.0
363|61.49|0|0.0
364|13.76|0|0.0
365|690.17|0|0.0
366|92.29|0|0.0
367|5.46|1|5.46
368|12.43|8|99.44
369|53.88|0|0.0
370|36.41|0|0.0
371|38.97|1|38.97
372|11.91|0|0.0
373|16.41|1|16.41
374|33.79|1|33.79
375|45.41|2|90.82
376|34.14|0|0.0
377|21.87|0|0.0
378|7.12|1|7.12
379|3.39|2|6.78
380|1.96|0|0.0
381|23.65|3|70.95
382|11.21|0|0.0
383|11.33|14|158.62
384|21.36|8|170.88
385|81.53|0|0.0
386|45.53|70|3187.1
387|25.11|1|25.11
388|4.98|4|19.92
389|37.85|0|0.0
390|43.72|2|87.44
391|76.57|0|0.0
392|24.97|17|424.49
393|54.45|43|2341.35
394|205.47|135|27738.45
395|2318.21|0|0.0
396|185.94|3|557.82
397|243.06|0|0.0
398|39.77|0|0.0
399|4.64|1|4.64
400|45.38|0|0.0
401|40.14|0|0.0
402|196.4|0|0.0
403|296.37|0|0.0
404|220.12|0|0.0
405|43.19|0|0.0
406|9.66|0|0.0
407|251.81|0|0.0
408|32.7|0|0.0
409|15.23|0|0.0
410|70.08|0|0.0
411|204.62|0|0.0
412|3180.29|0|0.0
413|515.27|0|0.0
414|182.33|0|0.0
415|471.36|0|0.0
416|269.31|0|0.0
417|147.89|0|0.0
418|47.99|0|0.0
419|13.15|0|0.0
420|5.33|0|0.0
421|2.93|0|0.0
422|30.26|27|817.02
423|2.81|2|5.62
424|14.29|0|0.0
425|13.6|2|27.2
426|8.62|41|353.42
427|40.81|24|979.44
428|53.45|0|0.0
429|1.82|2|3.64
430|36.02|0|0.0
431|374.67|0|0.0
432|4.24|1|4.24
433|56.45|2|112.9
434|15.75|1|15.75
435|4.42|0|0.0
436|18.14|0|0.0
437|22.5|1|22.5
438|4.42|0|0.0
439|21.86|3|65.58
440|12.78|5|63.9
441|6.01|24|144.24
442|54.89|15|823.35
443|24.95|0|0.0
444|25.64|4|102.56
445|50.49|3|151.47
446|5.46|1|5.46
447|26.82|0|0.0
448|21.5|120|2580.0
449|31.77|1|31.77
450|17.42|0|0.0
451|8.48|0|0.0
452|43.62|2|87.24
453|29.49|0|0.0
454|5.55|1|5.55
455|291.73|0|0.0
456|76.88|5|384.4
457|19.86|2|39.72
458|143.08|2|286.16
459|136.92|3|410.76
460|15.07|42|632.94
461|136.87|42|5748.54
462|128.1|4|512.4
463|16.46|2|32.92
464|38.3|1|38.3
465|179.87|25|4496.75
466|6.62|12|79.44
467|163.07|37|6033.59
468|123.25|0|0.0
469|64.19|3|192.57
470|3.47|162|562.14
471|20.33|39|792.87
472|67.2|0|0.0
473|32.16|2|64.32
474|272.15|5|1360.75
475|15.08|2|30.16
476|100.17|0|0.0
477|11.29|146|1648.34
478|7.07|1|7.07
479|66.87|3|200.61
480|155.13|0|0.0
481|51.86|1|51.86
482|102.54|0|0.0
483|1171.76|0|0.0
484|22.8|1|22.8
485|21.74|0|0.0
486|21.32|1|21.32
487|2.52|0|0.0
488|16.9|1|16.9
489|58.29|0|0.0
490|4.01|0|0.0
491|15.44|0|0.0
492|37.81|4|151.24
493|25.07|0|0.0
494|16.39|0|0.0
495|4.28|2|8.56
496|18.47|2|36.94
497|67.82|16|1085.12
498|222.07|1|222.07
499|267.97|25|6699.25
500|115.45|0|0.0
501|11.01|38|418.38
502|199.69|232|46328.08
503|24.88|0|0.0
504|28.62|100|2862.0
505|39.15|0|0.0
506|312.38|0|0.0
507|44.14|67|2957.38
508|20.2|0|0.0
509|28.12|117|3290.04
510|8.58|231|1981.98
511|169.81|0|0.0
512|96.97|12|1163.64
513|29.11|2|58.22
514|4.98|0|0.0
515|21.87|1|21.87
516|9.66|13|125.58
517|2.35|9|21.15
518|33.53|86|2883.58
519|72.6|2|145.2
520|9.32|1|9.32
521|49.29|0|0.0
522|4.08|0|0.0
523|13.08|1|13.08
524|25.16|0|0.0
525|2.94|2|5.88
526|40.97|6|245.82
527|98.29|0|0.0
528|27.07|0|0.0
529|58.81|0|0.0
530|44.87|3|134.61
531|23.55|0|0.0
532|266.28|0|0.0
533|286.82|0|0.0
534|12.98|0|0.0
535|51.67|1|51.67
536|44.5|0|0.0
537|637.56|0|0.0
538|1331.69|2|2663.38
539|47.03|0|0.0
540|6.19|6|37.14
541|47.66|0|0.0
542|15.32|41|628.12
543|11.06|3|33.18
544|23.18|61|1413.98
545|51.3|0|0.0
546|23.96|0|0.0
547|633.86|0|0.0
548|1784.12|0|0.0
549|1136.28|0|0.0
550|1566.0|0|0.0
551|3158.76|0|0.0
552|317.3|0|0.0
553|347.54|2|695.08
554|14.19|0|0.0
555|29.57|142|4198.94
556|2.67|3|8.01
557|539.22|1|539.22
558|1425.87|0|0.0
559|24.37|1|24.37
560|79.45|2|158.9
561|116.16|1|116.16
562|56.44|2|112.88
563|15.31|0|0.0
564|5.35|2|10.7
565|1.56|1|1.56
566|2175.55|0|0.0
567|3.39|0|0.0
568|51.35|1|51.35
569|85.61|1|85.61
570|7.39|0|0.0
571|4.24|26|110.24
572|15.02|1|15.02
573|5.05|78|393.9
574|37.9|1|37.9
575|80.59|0|0.0
576|101.23|41|4150.43
577|37.43|1|37.43
578|86.3|134|11564.2
579|3.92|1|3.92
580|66.42|0|0.0
581|25.59|27|690.93
582|237.83|20|4756.6
583|15.08|3|45.24
584|145.38|43|6251.34
585|36.61|85|3111.85
586|46.01|1|46.01
587|495.21|0|0.0
588|25.56|2|51.12
589|113.1|0|0.0
590|2.81|3|8.43
591|30.97|2|61.94
592|21.27|3|63.81
593|57.63|126|7261.38
594|52.29|0|0.0
595|27.96|1|27.96
596|44.48|1|44.48
597|23.64|1|23.64
598|75.9|5|379.5
599|79.89|1|79.89
600|19.11|276|5274.36
601|2.77|0|0.0
602|4.83|281|1357.23
603|20.82|1|20.82
604|298.84|0|0.0
605|39.67|0|0.0
606|23.23|2|46.46
607|62.86|0|0.0
608|155.93|0|0.0
609|13.08|0|0.0
610|11.37|0|0.0
611|11.59|2|23.18
612|2.57|1|2.57
613|36.06|6|216.36
614|98.25|2|196.5
615|4.03|1|4.03
616|31.75|116|3683.0
617|12.37|142|1756.54
618|21.52|186|4002.72
619|25.61|2|51.22
620|21.28|2|42.56
621|29.23|3|87.69
622|158.56|1|158.56
623|25.97|0|0.0
624|38.71|0|0.0
625|6.28|2|12.56
626|242.27|18|4360.86
627|137.66|0|0.0
628|107.67|25|2691.75
629|83.63|30|2508.9
630|115.7|0|0.0
631|119.49|71|8483.79
632|13.13|0|0.0
633|97.59|619|60408.21
634|67.67|0|0.0
635|25.38|0|0.0
636|5.43|141|765.63
637|23.48|117|2747.16
638|92.05|0|0.0
639|13.17|0|0.0
640|3.14|2|6.28
641|14.56|1|14.56
642|8.77|0|0.0
643|8.96|0|0.0
644|12.8|0|0.0
645|31.19|1|31.19
646|92.77|0|0.0
647|11.79|0|0.0
648|220.12|24|5282.88
649|20.28|0|0.0
650|6.58|4|26.32
651|26.24|3|78.72
652|134.56|1|134.56
653|131.97|0|0.0
654|77.54|1|77.54
655|85.11|0|0.0
656|89.47|0|0.0
657|237.83|0|0.0
658|13.25|1|13.25
659|38.95|2|77.9
660|90.8|1|90.8
661|56.18|0|0.0
662|102.56|0|0.0
663|489.12|0|0.0
664|853.43|0|0.0
665|176.9|1|176.9
666|16.21|31|502.51
667|16.14|0|0.0
668|3491.0|0|0.0
669|55.48|0|0.0
670|25.45|3|76.35
671|7.36|1|7.36
672|1416.6|22|31165.2
673|24.68|103|2542.04
674|8.1|0|0.0
675|8.38|1|8.38
676|14.62|1|14.62
677|32.67|2|65.34
678|41.06|9|369.54
679|7.72|140|1080.8
680|28.9|306|8843.4
681|203.72|0|0.0
682|70.64|2|141.28
683|4.7|3|14.1
684|4.05|0|0.0
685|24.64|0|0.0
686|3.67|0|0.0
687|4.08|2|8.16
688|163.43|3|490.29
689|24.84|1|24.84
690|124.16|1|124.16
691|89.94|0|0.0
692|30.08|3|90.24
693|20.0|4|80.0
694|11.71|1|11.71
695|160.97|0|0.0
696|8.08|0|0.0
697|13.57|1|13.57
698|58.51|0|0.0
699|207.14|0|0.0
700|9.98|1|9.98
701|282.88|0|0.0
702|83.98|0|0.0
703|26.45|1|26.45
704|25.62|0|0.0
705|31.48|5|157.4
706|7.51|226|1697.26
707|15.43|2|30.86
708|8.24|1|8.24
709|1.71|52|88.92
710|45.53|1|45.53
711|555.06|0|0.0
712|888.67|0|0.0
713|113.33|0|0.0
714|15.83|0|0.0
715|6.11|1|6.11
716|11.77|1|11.77
717|38.6|9|347.4
718|29.58|0|0.0
719|56.45|0|0.0
720|6.85|0|0.0
721|14.03|0|0.0
722|6.41|2|12.82
723|57.27|1|57.27
724|37.8|1|37.8
725|111.31|46|5120.26
726|74.48|0|0.0
727|92.86|11|1021.46
728|132.88|0|0.0
729|124.25|0|0.0
730|104.97|0|0.0
731|42.78|0|0.0
732|180.85|1|180.85
733|160.79|0|0.0
734|133.86|0|0.0
735|23.8|0|0.0
736|388.7|0|0.0
737|310.61|0|0.0
738|42.53|0|0.0
739|30.6|2|61.2
740|67.41|1|67.41
741|396.74|0|0.0
742|33.32|0|0.0
743|34.26|0|0.0
744|161.68|0|0.0
745|31.3|0|0.0
746|821.08|0|0.0
747|265.05|0|0.0
748|434.46|0|0.0
749|318.41|1|318.41
750|508.32|0|0.0
751|88.84|0|0.0
752|418.86|0|0.0
753|196.32|2|392.64
754|89.18|0|0.0
755|126.14|0|0.0
756|1098.55|0|0.0
757|958.18|0|0.0
758|902.5|0|0.0
759|45.99|10|459.9
760|14.95|105|1569.75
761|28.99|3|86.97
762|60.11|3|180.33
763|6.02|0|0.0
764|3.84|3|11.52
765|16.87|1|16.87
766|9.99|278|2777.22
767|124.57|0|0.0
768|16.24|0|0.0
769|80.34|0|0.0
770|701.8|5|3509.0
771|87.96|5|439.8
772|527.32|0|0.0
773|529.0|0|0.0
774|2956.98|0|0.0
775|465.4|7|3257.8
776|209.36|0|0.0
777|38.83|0|0.0
778|27.84|0|0.0
779|83.67|2|167.34
780|9055.07|0|0.0
781|35.18|1|35.18
782|15.75|0|0.0
783|6.58|1|6.58
784|38.79|2|77.58
785|33.01|43|1419.43
786|24.55|40|982.0
787|28.36|0|0.0
788|26.51|0|0.0
789|49.81|0|0.0
790|12.3|84|1033.2
791|25.77|0|0.0
792|20.13|0|0.0
793|34.84|0|0.0
794|151.99|1|151.99
795|179.63|0|0.0
796|569.54|0|0.0
797|7.43|0|0.0
798|16.7|0|0.0
799|31.07|0|0.0
800|122.78|1|122.78
801|3.65|3|10.95
802|8.84|0|0.0
803|11.19|17|190.23
804|33.81|0|0.0
805|19.12|1|19.12
806|8.83|2|17.66
807|6.97|2|13.94
808|58.6|0|0.0
809|160.03|40|6401.2
810|12.73|0|0.0
811|45.78|2|91.56
812|28.86|0|0.0
813|6.06|0|0.0
814|15.69|43|674.67
815|3.07|25|76.75
816|108.81|0|0.0
817|33.36|0|0.0
818|935.93|0|0.0
819|13.87|0|0.0
820|1372.78|0|0.0
821|165.93|0|0.0
822|20.2|2|40.4
823|11.89|4|47.56
824|3.23|0|0.0
825|3.47|2|6.94
826|1.87|2|3.74
827|3.14|1|3.14
828|271.44|3|814.32
829|37.52|196|7353.92
830|106.09|1|106.09
831|98.64|0|0.0
832|6.82|1|6.82
833|9.45|3|28.35
834|4.74|20|94.8
835|42.81|0|0.0
836|41.56|2|83.12
837|58.2|0|0.0
838|35.26|1|35.26
839|44.04|0|0.0
840|13.24|0|0.0
841|49.48|0|0.0
842|32.21|0|0.0
843|284.26|0|0.0
844|177.14|1|177.14
845|1009.41|0|0.0
846|72.4|113|8181.2
847|13.17|0|0.0
848|3.88|1|3.88
849|30.48|0|0.0
850|14.04|0|0.0
851|25.72|2|51.44
852|16.45|0|0.0
853|188.22|1|188.22
854|14.36|124|1780.64
855|44.14|0|0.0
856|3.49|0|0.0
857|54.7|0|0.0
858|4.78|175|836.5
859|14.1|97|1367.7
860|13.57|133|1804.81
861|8.22|0|0.0
862|5.57|12|66.84
863|5.38|1|5.38
864|145.36|0|0.0
865|33.43|0|0.0
866|239.08|0|0.0
867|28.68|1|28.68
868|289.78|0|0.0
869|19.35|0|0.0
870|26.03|0|0.0
871|42.93|0|0.0
872|853.7|0|0.0
873|3635.4|0|0.0
874|216.1|0|0.0
875|56.32|0|0.0
876|3.28|0|0.0
877|32.65|1|32.65
878|49.42|2|98.84
879|3.64|0|0.0
880|20.9|0|0.0
881|50.23|0|0.0
882|53.91|0|0.0
883|75.89|0|0.0
884|42.75|7|299.25
885|17.85|1|17.85
886|46.96|1|46.96
887|282.34|0|0.0
888|520.22|0|0.0
889|497.63|0|0.0
890|175.99|1|175.99
891|23.7|5|118.5
892|123.7|9|1113.3
893|219.03|5|1095.15
894|113.38|0|0.0
895|361.86|0|0.0
896|24.27|0|0.0
897|122.5|0|0.0
898|237.63|0|0.0
899|71.21|0|0.0
900|172.06|1|172.06
901|47.93|22|1054.46
902|210.15|0|0.0
903|72.83|0|0.0
904|76.28|0|0.0
905|91.65|0|0.0
906|982.97|0|0.0
907|218.56|0|0.0
908|59.99|29|1739.71
909|16.67|3|50.01
910|2311.64|0|0.0
911|85.58|0|0.0
912|71.18|0|0.0
913|3.93|1|3.93
914|3.49|8|27.92
915|6.02|2|12.04
916|36.24|0|0.0
917|37.95|3|113.85
918|84.4|0|0.0
919|42.32|11|465.52
920|107.98|0|0.0
921|610.48|0|0.0
922|2.34|3|7.02
923|52.14|2|104.28
924|22.0|2|44.0
925|8.63|6|51.78
926|88.9|0|0.0
927|114.71|0|0.0
928|15.9|321|5103.9
929|49.29|6|295.74
930|9.68|0|0.0
931|5.5|1|5.5
932|18.6|0|0.0
933|4.19|0|0.0
934|4.08|0|0.0
935|12.65|24|303.6
936|37.24|3|111.72
937|52.2|0|0.0
938|20.38|0|0.0
939|7.4|1|7.4
940|5.94|0|0.0
941|9.3|0|0.0
942|12.12|0|0.0
943|36.56|185|6763.6
944|15.19|6|91.14
945|29.41|2|58.82
946|6.85|1|6.85
947|55.95|0|0.0
948|488.86|0|0.0
949|178.35|0|0.0
950|11.78|0|0.0
951|19.17|0|0.0
952|71.32|0|0.0
953|192.39|0|0.0
954|97.99|0|0.0
955|1902.74|0|0.0
956|170.68|0|0.0
957|127.33|0|0.0
958|111.99|0|0.0
959|426.97|4|1707.88
960|1428.78|0|0.0
961|125.94|10|1259.4
962|1404.13|0|0.0
963|238.97|0|0.0
964|137.08|13|1782.04
965|10.73|1|10.73
966|340.53|2|681.06
967|19.07|2|38.14
968|35.4|0|0.0
969|18.94|1|18.94
970|32.74|0|0.0
971|171.49|1|171.49
972|31.59|3|94.77
973|92.86|1|92.86
974|152.71|2|305.42
975|419.08|0|0.0
976|34.58|0|0.0
977|31.92|0|0.0
978|1287.46|0|0.0
979|118.8|0|0.0
980|8.8|0|0.0
981|8.8|0|0.0
982|88.41|0|0.0
983|378.35|0|0.0
984|491.27|0|0.0
985|9.43|2|18.86
986|57.96|9|521.64
987|122.9|1|122.9
988|278.75|0|0.0
989|250.89|8|2007.12
990|1009.12|0|0.0
991|238.31|0|0.0
992|370.67|0|0.0
993|168.33|6|1009.98
994|12.51|1|12.51
995|2.24|0|0.0
996|22.62|4|90.48
997|38.77|0|0.0
998|3.17|3|9.51
999|52.61|0|0.0
1000|122.06|0|0.0
1001|277.52|0|0.0
1002|34.96|1|34.96
1003|9.11|0|0.0
1004|8.1|1|8.1
1005|77.94|0|0.0
1006|165.06|0|0.0
1007|70.69|0|0.0
1008|101.49|539|54703.11
1009|310.17|38|11786.46
1010|118.75|0|0.0
1011|67.22|0|0.0
1012|23.47|0|0.0
1013|107.16|0|0.0
1014|71.34|0|0.0
1015|18.83|1|18.83
1016|66.96|0|0.0
1017|65.58|0|0.0
1018|152.12|0|0.0
1019|8.56|0|0.0
1020|9.91|0|0.0
1021|26.45|54|1428.3
1022|77.94|1|77.94
1023|91.77|0|0.0
1024|100.35|2|200.7
1025|104.43|0|0.0
1026|45.51|0|0.0
1027|19.35|3|58.05
1028|118.51|0|0.0
1029|1.74|0|0.0
1030|57.34|0|0.0
1031|2.6|0|0.0
1032|37.72|2|75.44
1033|37.4|0|0.0
1034|35.86|0|0.0
1035|46.79|96|4491.84
1036|179.1|3|537.3
1037|4.85|1|4.85
1038|27.75|0|0.0
1039|2.11|3|6.33
1040|292.13|0|0.0
1041|166.88|0|0.0
1042|328.0|0|0.0
1043|32.54|0|0.0
1044|176.09|0|0.0
1045|222.33|0|0.0
1046|18.98|0|0.0
1047|98.12|0|0.0
1048|338.79|0|0.0
1049|26.42|0|0.0
1050|33.8|0|0.0
1051|64.56|0|0.0
1052|128.75|0|0.0
1053|73.98|68|5030.64
1054|107.98|0|0.0
1055|285.76|0|0.0
1056|388.68|0|0.0
1057|380.8|0|0.0
1058|40.91|0|0.0
1059|204.4|0|0.0
1060|4.16|3|12.48
1061|106.19|104|11043.76
1062|22.65|103|2332.95
1063|50.67|1|50.67
1064|10.13|0|0.0
1065|77.59|1|77.59
1066|24.11|0|0.0
1067|71.9|2|143.8
1068|7.05|0|0.0
1069|4.06|67|272.02
1070|62.38|1|62.38
1071|47.26|1|47.26
1072|14.72|15|220.8
1073|71.94|1|71.94
1074|10.26|156|1600.56
1075|1128.49|0|0.0
1076|49.75|0|0.0
1077|40.05|0|0.0
1078|68.9|0|0.0
1079|105.62|0|0.0
1080|21.46|3|64.38
1081|37.04|1|37.04
1082|4.08|1|4.08
1083|4.05|2|8.1
1084|39.8|2|79.6
1085|16.27|0|0.0
1086|2.24|0|0.0
1087|3.82|1|3.82
1088|53.44|0|0.0
1089|20.06|1|20.06
1090|6.31|3|18.93
1091|5.38|0|0.0
1092|3.57|27|96.39
1093|31.05|0|0.0
1094|5.43|2|10.86
1095|43.46|1|43.46
1096|6.79|0|0.0
1097|212.38|0|0.0
1098|95.6|0|0.0
1099|5.22|0|0.0
1100|35.14|0|0.0
1101|26.08|1|26.08
1102|15.0|0|0.0
1103|16.71|0|0.0
1104|17.05|0|0.0
1105|5.46|0|0.0
1106|24.05|2|48.1
1107|2.24|0|0.0
1108|32.5|0|0.0
1109|18.94|1|18.94
1110|243.79|0|0.0
1111|258.37|0|0.0
1112|852.26|0|0.0
1113|133.66|4|534.64
1114|30.26|0|0.0
1115|6.61|1|6.61
1116|18.2|11|200.2
1117|47.15|118|5563.7
1118|34.93|106|3702.58
1119|874.98|0|0.0
1120|582.27|0|0.0
1121|340.38|0|0.0
1122|86.21|0|0.0
1123|59.76|0|0.0
1124|51.89|0|0.0
1125|61.35|0|0.0
1126|76.88|2|153.76
1127|196.57|0|0.0
1128|9.4|0|0.0
1129|36.92|0|0.0
1130|26.98|0|0.0
1131|10.39|0|0.0
1132|9.82|2|19.64
1133|10.96|0|0.0
1134|10.96|1|10.96
1135|17.86|0|0.0
1136|26.12|1|26.12
1137|52.97|21|1112.37
1138|104.47|1|104.47
1139|4.08|0|0.0
